City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,Pontes E Lacerda,-15.2261,-59.3353,69.33,49,27,3.8,BR,2022-08-30 01:43:32
382,Nguruka,-5.1092,31.0419,67.6,60,28,2.53,TZ,2022-08-30 01:43:32
383,Ghanzi,-21.5667,21.7833,61.27,28,0,7.18,BW,2022-08-30 01:43:33
384,Tigre,-34.426,-58.5796,55.4,69,0,5.75,AR,2022-08-30 01:43:33
385,Yar-Sale,66.8333,70.8333,50.63,94,100,12.91,RU,2022-08-30 01:43:33
386,Barquisimeto,10.0739,-69.3228,75.83,94,96,10.36,VE,2022-08-30 01:43:34
387,Harper,4.375,-7.7169,75.7,81,96,7.54,LR,2022-08-30 01:43:34
388,Grindavik,63.8424,-22.4338,55.35,100,100,32.21,IS,2022-08-30 01:43:35
389,Elie,56.1926,-2.8223,57.49,83,100,6.31,GB,2022-08-30 01:43:35
390,Kabo,7.6994,18.629,68.58,94,100,1.05,CF,2022-08-30 01:43:36
391,Liwonde,-15.0506,35.2035,64.99,45,0,2.08,MW,2022-08-30 01:43:36
392,Prince Rupert,54.3161,-130.3201,60.89,100,100,21.85,CA,2022-08-30 01:39:40
393,Xining,36.6167,101.7667,52.92,78,100,0.56,CN,2022-08-30 01:40:11
394,Karaman,37.0833,33.25,68.81,35,0,7.43,TR,2022-08-30 01:43:37
395,Calama,-22.4667,-68.9333,50.49,8,5,13.8,CL,2022-08-30 01:43:37
396,Tibati,6.4667,12.6333,63.88,98,100,1.19,CM,2022-08-30 01:43:37
397,Jicin,50.4372,15.3516,59.13,83,20,2.24,CZ,2022-08-30 01:43:38
398,Zyryanovsk,49.7386,84.2719,61.41,42,0,0.69,KZ,2022-08-30 01:43:38
399,Ambilobe,-13.2,49.05,64.2,92,70,3.74,MG,2022-08-30 01:43:39
400,Lerwick,60.1545,-1.1494,51.8,66,100,12.1,GB,2022-08-30 01:43:39
401,Mount Gambier,-37.8333,140.7667,50.2,69,100,11.21,AU,2022-08-30 01:43:39
402,Lebu,-37.6167,-73.65,49.14,87,100,3.11,CL,2022-08-30 01:43:40
403,Abengourou,6.7297,-3.4964,69.46,96,34,2.15,CI,2022-08-30 01:43:40
404,Saint-Pierre,-21.3393,55.4781,69.48,85,100,3.44,RE,2022-08-30 01:43:41
405,Hue,16.4667,107.6,84.31,79,20,2.3,VN,2022-08-30 01:40:28
406,Belmonte,-15.8631,-38.8828,69.89,87,100,11.03,BR,2022-08-30 01:43:41
407,Phalodi,27.1333,72.3667,83.19,67,34,7.54,IN,2022-08-30 01:44:42
408,New Plymouth,-39.0667,174.0833,52.32,49,2,4.83,NZ,2022-08-30 01:44:42
409,Lewisville,33.0462,-96.9942,91.17,61,40,9.22,US,2022-08-30 01:40:00
410,Santo Domingo,18.5001,-69.9886,81.93,87,40,0.0,DO,2022-08-30 01:42:56
411,Komsomolskiy,40.4272,71.7189,66.92,39,1,4.61,UZ,2022-08-30 01:44:43
412,Ippy,6.2679,21.2247,65.26,98,97,2.28,CF,2022-08-30 01:44:43
413,Tha Bo,17.85,102.5814,87.69,74,20,2.3,TH,2022-08-30 01:44:43
414,Iskandar,41.5539,69.7008,67.05,21,0,5.35,UZ,2022-08-30 01:44:44
415,Vredendal,-31.6683,18.5012,51.64,48,0,17.63,ZA,2022-08-30 01:44:44
416,Lamesa,32.7376,-101.951,75.13,65,50,17.13,US,2022-08-30 01:44:45
417,Bintulu,3.1667,113.0333,82.81,83,40,1.14,MY,2022-08-30 01:44:45
418,Charters Towers,-20.1,146.2667,70.41,70,100,15.21,AU,2022-08-30 01:44:45
419,Zhezkazgan,47.8043,67.7144,57.18,33,0,6.71,KZ,2022-08-30 01:44:46
420,Kutum,14.2,24.6667,73.53,65,5,10.13,SD,2022-08-30 01:44:46
421,Berlevag,70.8578,29.0864,44.55,76,100,18.41,NO,2022-08-30 01:44:47
422,Vanimo,-2.6741,141.3028,84.97,65,70,7.02,PG,2022-08-30 01:44:47
423,Nantucket,41.2835,-70.0995,75.31,94,0,10.36,US,2022-08-30 01:44:48
424,Panzhihua,26.5851,101.7128,76.91,79,100,1.79,CN,2022-08-30 01:44:48
425,Vila Franca Do Campo,37.7167,-25.4333,72.19,82,11,3.06,PT,2022-08-30 01:42:16
426,The Valley,18.217,-63.0578,84.09,81,9,19.37,AI,2022-08-30 01:44:48
427,Coruripe,-10.1256,-36.1756,72.23,84,17,9.98,BR,2022-08-30 01:44:49
428,Freeport,40.6576,-73.5832,79.16,84,40,16.11,US,2022-08-30 01:44:49
429,Netrakona,24.8833,90.7167,85.15,73,57,4.97,BD,2022-08-30 01:44:50
430,Ambovombe,-25.1667,46.0833,63.79,84,0,5.82,MG,2022-08-30 01:44:50
431,Kampene,-3.6,26.6667,67.01,96,100,1.23,CD,2022-08-30 01:44:50
432,Pedernales,18.0384,-71.744,81.99,73,99,5.1,DO,2022-08-30 01:44:51
433,Mezhdurechensk,53.6942,88.0603,56.14,72,99,1.72,RU,2022-08-30 01:44:51
434,Turayf,31.6725,38.6637,77.25,25,0,6.91,SA,2022-08-30 01:44:51
435,Birjand,32.8663,59.2211,52.27,20,0,6.91,IR,2022-08-30 01:44:52
436,Kozyatyn,49.7143,28.8339,60.01,92,46,6.98,UA,2022-08-30 01:44:52
437,Jacareacanga,-6.2222,-57.7528,77.4,38,99,2.21,BR,2022-08-30 01:44:53
438,Vostok,46.4856,135.8833,63.09,61,60,4.23,RU,2022-08-30 01:44:53
439,Mwinilunga,-11.7358,24.4293,59.67,39,7,2.42,ZM,2022-08-30 01:44:53
440,Esperance,-33.8667,121.9,56.39,60,3,7.05,AU,2022-08-30 01:44:54
441,Lata,40.1629,-8.3327,56.97,93,5,2.26,PT,2022-08-30 01:44:54
442,Baykit,61.67,96.37,37.78,94,100,13.09,RU,2022-08-30 01:44:55
443,Takoradi,4.8845,-1.7554,72.93,94,6,6.04,GH,2022-08-30 01:44:55
444,Gurlan,41.8447,60.3919,66.11,37,0,8.63,UZ,2022-08-30 01:44:55
445,Viedma,-40.8135,-62.9967,58.17,27,79,22.01,AR,2022-08-30 01:44:56
446,Dasoguz,41.8363,59.9666,66.15,45,0,4.61,TM,2022-08-30 01:44:56
447,Brae,60.3964,-1.353,54.03,65,100,10.67,GB,2022-08-30 01:44:57
448,Mahajanga,-15.7167,46.3167,69.82,88,20,1.14,MG,2022-08-30 01:44:57
449,Zholymbet,51.7433,71.7122,63.46,42,5,4.54,KZ,2022-08-30 01:44:57
450,Quelimane,-17.8786,36.8883,66.15,94,20,0.0,MZ,2022-08-30 01:44:58
451,Zorgo,12.2489,-0.6158,75.24,85,100,6.46,BF,2022-08-30 01:44:58
452,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,70.72,99,100,2.17,BR,2022-08-30 01:44:59
453,Hongjiang,27.11,109.9956,84.74,69,100,3.78,CN,2022-08-30 01:44:59
454,Houma,29.5958,-90.7195,81.0,91,100,0.0,US,2022-08-30 01:43:34
455,Paraiso,9.8383,-83.8656,64.96,96,100,1.23,CR,2022-08-30 01:45:00
456,Kaseda,31.4167,130.3167,87.51,66,54,7.81,JP,2022-08-30 01:46:01
457,Luderitz,-26.6481,15.1594,59.45,37,0,3.8,NA,2022-08-30 01:46:01
458,Sembe,1.6481,14.5806,69.42,97,100,2.06,CG,2022-08-30 01:46:02
459,Richards Bay,-28.783,32.0377,59.99,81,100,19.89,ZA,2022-08-30 01:46:02
460,Peleduy,59.6289,112.7406,43.11,80,72,17.45,RU,2022-08-30 01:46:03
461,Tettnang,47.6667,9.6,62.51,88,7,3.44,DE,2022-08-30 01:46:03
462,Taltal,-25.4,-70.4833,57.76,77,4,3.36,CL,2022-08-30 01:46:04
463,Marau,-28.4492,-52.2,39.36,92,8,7.4,BR,2022-08-30 01:46:04
464,Yulara,-25.2406,130.9889,63.32,28,0,18.25,AU,2022-08-30 01:46:05
465,Trelew,-43.249,-65.3051,59.65,23,100,9.95,AR,2022-08-30 01:43:35
466,Grand-Lahou,5.1367,-5.0242,72.41,95,17,6.42,CI,2022-08-30 01:46:05
467,Ewa Beach,21.3156,-158.0072,87.17,56,75,16.11,US,2022-08-30 01:46:06
468,Mamou,10.5,-12.0,65.95,99,93,5.5,GN,2022-08-30 01:46:06
469,Christchurch,-43.5333,172.6333,58.91,60,4,3.0,NZ,2022-08-30 01:44:58
470,San Rafael,-34.6177,-68.3301,54.21,26,0,13.6,AR,2022-08-30 01:46:07
471,Pacific Grove,36.6177,-121.9166,69.48,75,0,10.36,US,2022-08-30 01:43:27
472,Guayaramerin,-10.8368,-65.3614,71.17,49,70,3.53,BO,2022-08-30 01:46:07
473,Yeniseysk,58.4497,92.1703,44.26,60,56,4.5,RU,2022-08-30 01:46:08
474,Altus,34.6381,-99.334,78.87,73,0,5.75,US,2022-08-30 01:46:08
475,Skagen,57.7209,10.5839,62.89,53,1,6.53,DK,2022-08-30 01:46:08
476,Coffs Harbour,-30.3,153.1333,68.13,60,100,12.66,AU,2022-08-30 01:46:09
477,Jaciara,-15.9653,-54.9683,77.63,48,4,9.64,BR,2022-08-30 01:46:09
478,Savannakhet,16.566,104.751,84.22,74,40,2.3,LA,2022-08-30 01:46:10
479,Shingu,33.7333,135.9833,80.42,87,99,9.31,JP,2022-08-30 01:46:10
480,Northam,51.0333,-4.2167,61.39,83,2,13.04,GB,2022-08-30 01:46:10
481,Tabas,33.5959,56.9244,75.42,12,0,4.61,IR,2022-08-30 01:46:11
482,Kibala,9.1104,18.3463,69.51,98,100,0.38,TD,2022-08-30 01:46:11
483,Gizo,-8.103,156.8419,83.59,73,98,7.81,SB,2022-08-30 01:46:12
484,Marawi,7.9986,124.2928,81.0,63,96,3.56,PH,2022-08-30 01:46:12
485,Lakes Entrance,-37.8811,147.981,62.17,48,24,11.43,AU,2022-08-30 01:46:13
486,Douglas,41.3,-96.167,78.31,61,0,0.0,US,2022-08-30 01:46:13
487,Langsa,4.4683,97.9683,79.56,80,84,3.56,ID,2022-08-30 01:46:13
488,Tobol,52.6844,62.5794,65.44,51,6,4.7,KZ,2022-08-30 01:46:14
489,Acarau,-2.8856,-40.12,77.63,85,18,14.81,BR,2022-08-30 01:46:14
490,Aba,5.1066,7.3667,72.66,96,79,4.56,NG,2022-08-30 01:46:15
491,Coquimbo,-29.9533,-71.3436,53.33,93,20,8.05,CL,2022-08-30 01:46:15
492,Tiarei,-17.5333,-149.3333,80.62,76,34,8.9,PF,2022-08-30 01:46:15
493,Fenoarivo,-18.933,47.4354,57.27,94,40,4.61,MG,2022-08-30 01:46:16
494,Dhadar,28.3305,75.0632,86.14,54,30,5.35,IN,2022-08-30 01:46:16
495,Lipari,38.4674,14.954,74.32,64,0,5.93,IT,2022-08-30 01:46:17
496,Constitucion,-35.3333,-72.4167,51.33,94,74,6.06,CL,2022-08-30 01:46:17
497,Westport,41.1415,-73.3579,78.03,87,0,8.01,US,2022-08-30 01:45:37
498,Beni Suef,29.0731,31.0979,78.12,72,0,15.35,EG,2022-08-30 01:46:18
499,Aykhal,66.0,111.5,37.74,98,100,21.14,RU,2022-08-30 01:46:18
500,Safidon,29.4167,76.6667,81.01,80,12,5.12,IN,2022-08-30 01:47:18
501,Bud,39.447,-86.1758,73.89,85,39,7.74,US,2022-08-30 01:47:19
502,Jieshi,22.8134,115.8257,84.22,73,3,1.54,CN,2022-08-30 01:47:19
503,Stromness,58.965,-3.296,51.76,71,74,10.16,GB,2022-08-30 01:47:20
504,Bilibino,68.0546,166.4372,45.36,67,100,8.75,RU,2022-08-30 01:46:13
505,Hot Springs,34.5037,-93.0552,85.35,75,20,9.22,US,2022-08-30 01:46:41
506,Marzuq,14.4,46.4667,77.94,60,31,4.74,YE,2022-08-30 01:47:20
507,Ostrovnoy,68.0531,39.5131,47.23,76,98,22.64,RU,2022-08-30 01:47:21
508,Sinnamary,5.3833,-52.95,78.76,85,92,7.02,GF,2022-08-30 01:47:21
509,Henties Bay,-22.116,14.2845,52.57,88,0,3.02,NA,2022-08-30 01:47:22
510,Mrakovo,52.7161,56.6244,59.76,58,27,2.55,RU,2022-08-30 01:47:22
511,Moose Factory,51.2585,-80.6094,75.2,78,100,8.05,CA,2022-08-30 01:47:23
512,Hernani,43.2662,-1.9762,73.0,84,0,4.61,ES,2022-08-30 01:47:23
513,Bojnurd,37.4747,57.329,53.55,35,0,2.3,IR,2022-08-30 01:44:35
514,Rocha,-34.4833,-54.3333,39.56,87,0,5.77,UY,2022-08-30 01:42:26
515,Cambridge,43.3601,-80.3127,77.76,86,100,13.8,CA,2022-08-30 01:46:35
516,Celestun,20.8667,-90.4,82.04,81,2,16.73,MX,2022-08-30 01:47:24
517,Bam,29.106,58.357,75.78,10,0,7.0,IR,2022-08-30 01:47:24
518,Koumac,-20.5667,164.2833,76.32,57,38,8.08,NC,2022-08-30 01:47:25
519,Bantogon,6.5333,124.0333,81.88,70,100,1.5,PH,2022-08-30 01:47:25
520,Ambulu,-8.345,113.6058,80.89,74,91,5.26,ID,2022-08-30 01:47:25
521,Maneadero,31.7167,-116.5667,72.1,80,22,5.99,MX,2022-08-30 01:47:26
522,San Policarpo,12.1791,125.5072,84.29,73,100,5.41,PH,2022-08-30 01:47:22
523,Kimbe,-5.5502,150.1429,90.23,54,91,6.11,PG,2022-08-30 01:47:26
524,Vesoul,47.5833,5.8333,61.61,83,73,5.06,FR,2022-08-30 01:47:27
525,Le Port,-20.9373,55.2919,69.8,87,28,5.12,RE,2022-08-30 01:47:27
526,Santa Ana,33.7456,-117.8678,88.41,65,0,9.22,US,2022-08-30 01:47:27
527,Lalmohan,22.3384,90.7419,84.65,73,58,2.64,BD,2022-08-30 01:47:28
528,Denpasar,-8.65,115.2167,80.26,88,40,12.66,ID,2022-08-30 01:42:36
529,Gorodishche,48.8045,44.4744,68.88,37,0,11.18,RU,2022-08-30 01:47:28
530,Grand Gaube,-20.0064,57.6608,66.6,79,7,3.0,MU,2022-08-30 01:47:29
531,Palauig,15.435,119.9045,84.33,72,97,3.8,PH,2022-08-30 01:47:29
532,Porto Santo,33.072,-16.3415,68.38,73,20,3.44,PT,2022-08-30 01:47:30
533,Wawa,9.9022,4.4192,71.73,95,100,3.76,NG,2022-08-30 01:47:30
534,Egvekinot,66.3167,-179.1667,44.87,91,100,9.98,RU,2022-08-30 01:47:30
535,Ulaangom,49.9811,92.0667,62.33,35,2,1.19,MN,2022-08-30 01:47:31
536,Port-Cartier,50.0334,-66.8654,76.68,96,100,6.35,CA,2022-08-30 01:47:31
537,Kavieng,-2.5744,150.7967,84.9,69,31,10.09,PG,2022-08-30 01:47:31
538,Helena,46.5927,-112.0361,85.19,25,0,5.75,US,2022-08-30 01:47:32
539,Cassilandia,-19.1133,-51.7342,72.79,46,87,12.71,BR,2022-08-30 01:47:32
540,High Level,58.5169,-117.136,73.51,53,75,6.91,CA,2022-08-30 01:47:33
541,Gimbi,9.1667,35.8333,53.17,97,81,3.11,ET,2022-08-30 01:47:33
542,Liku,-0.7275,119.8922,83.75,72,100,0.89,ID,2022-08-30 01:47:34
543,Nador,35.174,-2.9287,77.25,94,100,2.3,MA,2022-08-30 01:47:34
544,San Lawrenz,36.0553,14.204,74.61,69,0,6.49,MT,2022-08-30 01:47:34
545,Salina Cruz,16.1667,-95.2,80.85,78,28,3.36,MX,2022-08-30 01:47:35
546,Verkhoyansk,67.5447,133.385,63.91,40,81,5.57,RU,2022-08-30 01:47:35
547,Bridlington,54.0831,-0.1919,54.52,68,10,11.74,GB,2022-08-30 01:48:36
548,Uyutne,45.1994,33.3014,74.46,59,0,7.34,UA,2022-08-30 01:48:36
549,Zhongshu,24.5167,103.7667,71.24,80,100,6.11,CN,2022-08-30 01:48:36
550,Wiang Sa,8.6359,99.3666,81.9,77,18,1.01,TH,2022-08-30 01:48:37
551,Kralendijk,12.15,-68.2667,84.18,79,0,11.5,BQ,2022-08-30 01:44:20
552,Ayagoz,47.9714,80.4392,61.5,40,0,13.13,KZ,2022-08-30 01:48:37
553,Sann,26.0418,68.1378,81.72,80,68,5.77,PK,2022-08-30 01:48:38
554,Amahai,-3.3333,128.9167,80.49,81,95,4.85,ID,2022-08-30 01:47:14
555,Roald,62.5833,6.1333,51.94,87,98,20.71,NO,2022-08-30 01:48:38
556,Bahia Blanca,-38.7196,-62.2724,56.14,21,2,18.01,AR,2022-08-30 01:48:39
557,Swan River,52.1058,-101.2676,67.89,52,1,6.91,CA,2022-08-30 01:48:39
558,Engerwitzdorf,48.3451,14.442,65.01,90,93,1.5,AT,2022-08-30 01:48:40
559,Moree,-29.4667,149.85,67.5,63,100,11.99,AU,2022-08-30 01:48:40
560,Basco,20.4487,121.9702,84.81,71,11,4.79,PH,2022-08-30 01:48:40
561,Saint Anthony,45.0205,-93.218,73.53,58,20,11.5,US,2022-08-30 01:45:01
562,Paulo Afonso,-9.4061,-38.2147,66.63,91,10,9.04,BR,2022-08-30 01:48:41
563,Sinnai,39.3042,9.2036,74.46,77,0,4.61,IT,2022-08-30 01:48:41
564,Greenfield,42.9614,-88.0126,76.48,66,55,4.0,US,2022-08-30 01:45:01
565,Ukiah,39.1502,-123.2078,91.29,27,0,9.22,US,2022-08-30 01:48:42
566,Coolum Beach,-26.5333,153.1,70.11,76,100,7.9,AU,2022-08-30 01:48:42
567,Waipawa,-41.4122,175.5153,54.36,54,3,5.23,NZ,2022-08-30 01:48:43
568,Ust-Nera,64.5667,143.2,60.67,45,9,2.37,RU,2022-08-30 01:48:43
569,La Tuque,47.4334,-72.7824,73.65,94,62,3.44,CA,2022-08-30 01:48:43
570,Batagay,67.6333,134.6333,63.72,39,81,5.44,RU,2022-08-30 01:48:44
571,Diego De Almagro,-26.3667,-70.05,57.97,38,0,0.85,CL,2022-08-30 01:48:44
572,Leh,34.1667,77.5833,58.17,51,3,5.68,IN,2022-08-30 01:48:45
